10.5773	1.5478	-1.6168	3.3005	-1.4775	1.7024	44.6746	3.2333	-15.4866	1.6880	1.7576	-1.5853	11.2236	1.6620	52.3664	-1.7170	-1.7730	-1.5508	1.5667	1.6393	-1.6455	-1.9572	1.2708	-0.7747	-1.6522	-1.4992	13.9746	1.3962	9.3370	-2.0781	0.5214	1.5148
14.9967	3.0957	-3.2336	6.6011	-2.9549	3.4049	81.9389	6.4667	-35.2968	3.3759	3.5152	-3.1705	16.8463	3.3241	96.8353	-3.4340	-3.5460	-3.1016	3.1335	3.2787	-3.2910	-3.9143	2.5415	-1.5495	-3.3043	-2.9985	22.1838	2.7925	12.6249	-4.1563	1.0427	3.0295
7.5231	1.8574	-1.9401	3.9607	-1.7729	2.0429	47.4337	3.8800	-22.2129	2.0255	2.1091	-1.9023	8.8588	1.9945	56.3171	-2.0604	-2.1276	-1.8609	1.8801	1.9672	-1.9746	-2.3486	1.5249	-0.9297	-1.9826	-1.7991	11.9827	1.6755	6.1711	-2.4938	0.6256	1.8177
5.0163	0.9906	-1.0347	2.1123	-0.9456	1.0896	26.4993	2.0693	-11.1458	1.0803	1.1249	-1.0146	5.6288	1.0637	31.3135	-1.0989	-1.1347	-0.9925	1.0027	1.0492	-1.0531	-1.2526	0.8133	-0.4958	-1.0574	-0.9595	7.3252	0.8936	4.2723	-1.3300	0.3337	0.9695
19.8309	1.9812	-2.0695	4.2247	-1.8911	2.1791	64.7325	4.1387	-15.3621	2.1606	2.2498	-2.0291	19.9897	2.1274	74.9733	-2.1977	-2.2695	-1.9850	2.0054	2.0984	-2.1063	-2.5052	1.6266	-0.9917	-2.1148	-1.9190	23.7245	1.7872	18.0949	-2.6600	0.6674	1.9389
12.0302	1.7955	-1.8755	3.8286	-1.7138	1.9748	51.5614	3.7507	-18.1079	1.9580	2.0388	-1.8389	12.8330	1.9280	60.4691	-1.9917	-2.0567	-1.7989	1.8174	1.9016	-1.9088	-2.2703	1.4741	-0.8987	-1.9165	-1.7391	16.0054	1.6196	10.6173	-2.4106	0.6048	1.7571
10.2205	1.1144	-1.1641	2.3764	-1.0638	1.2258	35.2823	2.3280	-9.3026	1.2153	1.2655	-1.1414	10.3964	1.1967	40.9782	-1.2362	-1.2766	-1.1166	1.1280	1.1803	-1.1848	-1.4092	0.9150	-0.5578	-1.1896	-1.0795	12.4698	1.0053	9.2596	-1.4963	0.3754	1.0906
14.8575	2.4146	-2.5222	5.1488	-2.3048	2.6558	67.7388	5.0440	-25.3091	2.6332	2.7419	-2.4730	16.0464	2.5928	79.6201	-2.6785	-2.7659	-2.4192	2.4441	2.5574	-2.5670	-3.0532	1.9824	-1.2086	-2.5774	-2.3388	20.2829	2.1781	12.9685	-3.2419	0.8133	2.3630
37.4668	2.2289	-2.3282	4.7528	-2.1275	2.4515	90.8881	4.6560	-6.6320	2.4307	2.5310	-2.2828	35.8445	2.3933	103.2798	-2.4725	-2.5531	-2.2331	2.2561	2.3606	-2.3696	-2.8183	1.8299	-1.1156	-2.3791	-2.1589	40.6443	2.0106	35.0401	-2.9925	0.7508	2.1813
6.3855	2.0431	-2.1342	4.3567	-1.9502	2.2472	49.9202	4.2680	-25.7775	2.2281	2.3201	-2.0926	8.0872	2.1939	59.6001	-2.2664	-2.3404	-2.0470	2.0681	2.1639	-2.1721	-2.5835	1.6774	-1.0227	-2.1809	-1.9790	11.4448	1.8430	4.9577	-2.7432	0.6882	1.9995
11.3687	0.9287	-0.9701	1.9803	-0.8865	1.0215	32.7977	1.9400	-5.7419	1.0128	1.0546	-0.9512	11.1664	0.9972	37.6982	-1.0302	-1.0638	-0.9305	0.9400	0.9836	-0.9873	-1.1743	0.7625	-0.4648	-0.9913	-0.8995	13.0108	0.8377	10.4751	-1.2469	0.3128	0.9089
1.3967	0.3096	-0.3234	0.6601	-0.2955	0.3405	8.0806	0.6467	-3.5967	0.3376	0.3515	-0.3171	1.6101	0.3324	9.5727	-0.3434	-0.3546	-0.3102	0.3133	0.3279	-0.3291	-0.3914	0.2542	-0.1549	-0.3304	-0.2998	2.1328	0.2792	1.1719	-0.4156	0.1043	0.3030
23.5910	1.8574	-1.9401	3.9607	-1.7729	2.0429	66.6311	3.8800	-10.8924	2.0255	2.1091	-1.9023	23.1449	1.9945	76.5341	-2.0604	-2.1276	-1.8609	1.8801	1.9672	-1.9746	-2.3486	1.5249	-0.9297	-1.9826	-1.7991	26.8393	1.6755	21.8045	-2.4938	0.6256	1.8177
28.6709	1.4240	-1.4874	3.0365	-1.3593	1.5662	63.6936	2.9747	-0.9196	1.5529	1.6170	-1.4584	27.0505	1.5291	71.8752	-1.5796	-1.6312	-1.4267	1.4414	1.5082	-1.5139	-1.8006	1.1691	-0.7128	-1.5200	-1.3793	30.3123	1.2845	26.9598	-1.9119	0.4797	1.3936
22.5022	3.5291	-3.6863	7.5252	-3.3686	3.8816	99.8308	7.3720	-36.3997	3.8485	4.0074	-3.6144	24.0238	3.7895	117.1609	-3.9147	-4.0425	-3.5358	3.5721	3.7377	-3.7518	-4.4623	2.8973	-1.7664	-3.7669	-3.4183	30.2694	3.1834	19.6751	-4.7382	1.1887	3.4537
65.1758	2.9719	-3.1042	6.3370	-2.8367	3.2687	139.3795	6.2080	1.9096	3.2409	3.3746	-3.0437	61.2641	3.1911	156.7787	-3.2966	-3.4042	-2.9775	3.0081	3.1475	-3.1594	-3.7578	2.4399	-1.4875	-3.1722	-2.8785	68.2399	2.6808	61.5050	-3.9900	1.0010	2.9084
29.6330	2.0431	-2.1342	4.3567	-1.9502	2.2472	77.6837	4.2680	-9.4002	2.2281	2.3201	-2.0926	28.7066	2.1939	88.7919	-2.2664	-2.3404	-2.0470	2.0681	2.1639	-2.1721	-2.5835	1.6774	-1.0227	-2.1809	-1.9790	32.9156	1.8430	27.5521	-2.7432	0.6882	1.9995
9.3127	1.8574	-1.9401	3.9607	-1.7729	2.0429	49.5689	3.8800	-20.9533	2.0255	2.1091	-1.9023	10.4447	1.9945	58.5630	-2.0604	-2.1276	-1.8609	1.8801	1.9672	-1.9746	-2.3486	1.5249	-0.9297	-1.9826	-1.7991	13.6344	1.6755	7.9094	-2.4938	0.6256	1.8177
12.2524	2.3527	-2.4575	5.0168	-2.2457	2.5877	63.3375	4.9147	-26.2302	2.5657	2.6716	-2.4096	13.6639	2.5263	74.7891	-2.6098	-2.6950	-2.3572	2.3814	2.4918	-2.5012	-2.9749	1.9316	-1.1776	-2.5113	-2.2788	17.7069	2.1223	10.4739	-3.1588	0.7925	2.3024
27.3151	3.2195	-3.3629	6.8651	-3.0731	3.5411	99.2502	6.7253	-28.4368	3.5109	3.6559	-3.2974	27.9721	3.4571	115.4870	-3.5713	-3.6879	-3.2256	3.2588	3.4098	-3.4227	-4.0709	2.6432	-1.6114	-3.4365	-3.1184	33.9293	2.9042	24.5526	-4.3225	1.0845	3.1507
6.9741	0.8668	-0.9054	1.8483	-0.8274	0.9534	26.2612	1.8107	-7.9226	0.9453	0.9843	-0.8878	7.1981	0.9307	30.6213	-0.9615	-0.9929	-0.8684	0.8774	0.9180	-0.9215	-1.0960	0.7116	-0.4339	-0.9252	-0.8396	8.7830	0.7819	6.2421	-1.1638	0.2920	0.8483
12.1981	0.9906	-1.0347	2.1123	-0.9456	1.0896	35.0713	2.0693	-6.0857	1.0803	1.1249	-1.0146	11.9559	1.0637	40.2801	-1.0989	-1.1347	-0.9925	1.0027	1.0492	-1.0531	-1.2526	0.8133	-0.4958	-1.0574	-0.9595	13.9396	0.8936	11.2336	-1.3300	0.3337	0.9695
25.0376	3.7148	-3.8803	7.9213	-3.5459	4.0859	106.6564	7.7600	-37.3867	4.0511	4.2183	-3.8046	26.3909	3.9889	124.8699	-4.1208	-4.2552	-3.7219	3.7601	3.9344	-3.9493	-4.6972	3.0498	-1.8594	-3.9652	-3.5982	33.0550	3.3510	21.9864	-4.9875	1.2513	3.6354
52.6819	2.9719	-3.1042	6.3370	-2.8367	3.2687	124.4515	6.2080	-6.8994	3.2409	3.3746	-3.0437	50.1433	3.1911	141.0436	-3.2966	-3.4042	-2.9775	3.0081	3.1475	-3.1594	-3.7578	2.4399	-1.4875	-3.1722	-2.8785	56.6846	2.6808	49.3448	-3.9900	1.0010	2.9084
20.2414	3.0957	-3.2336	6.6011	-2.9549	3.4049	88.2792	6.4667	-31.5856	3.3759	3.5152	-3.1705	21.6547	3.3241	103.6002	-3.4340	-3.5460	-3.1016	3.1335	3.2787	-3.2910	-3.9143	2.5415	-1.5495	-3.3043	-2.9985	27.1160	2.7925	17.8024	-4.1563	1.0427	3.0295
43.8825	2.9719	-3.1042	6.3370	-2.8367	3.2687	113.8402	6.2080	-13.1042	3.2409	3.3746	-3.0437	42.1504	3.1911	129.7202	-3.2966	-3.4042	-2.9775	3.0081	3.1475	-3.1594	-3.7578	2.4399	-1.4875	-3.1722	-2.8785	48.4414	2.6808	40.7175	-3.9900	1.0010	2.9084
33.7229	1.6717	-1.7461	3.5646	-1.5956	1.8386	74.8804	3.4920	-0.9977	1.8230	1.8982	-1.7121	31.8249	1.7950	84.4636	-1.8544	-1.9149	-1.6749	1.6921	1.7705	-1.7772	-2.1137	1.3724	-0.8367	-1.7843	-1.6192	35.6552	1.5079	31.7254	-2.2444	0.5631	1.6360
24.0963	1.4859	-1.5521	3.1685	-1.4184	1.6343	59.5498	3.1040	-5.0290	1.6204	1.6873	-1.5219	23.0924	1.5956	67.7164	-1.6483	-1.7021	-1.4888	1.5041	1.5738	-1.5797	-1.8789	1.2199	-0.7437	-1.5861	-1.4393	26.2753	1.3404	22.4970	-1.9950	0.5005	1.4542
38.3241	2.9719	-3.1042	6.3370	-2.8367	3.2687	107.2897	6.2080	-17.0270	3.2409	3.3746	-3.0437	37.4909	3.1911	123.1183	-3.2966	-3.4042	-2.9775	3.0081	3.1475	-3.1594	-3.7578	2.4399	-1.4875	-3.1722	-2.8785	43.4525	2.6808	35.4221	-3.9900	1.0010	2.9084
15.7932	1.6717	-1.7461	3.5646	-1.5956	1.8386	53.4592	3.4920	-13.6519	1.8230	1.8982	-1.7121	15.9904	1.7950	62.0361	-1.8544	-1.9149	-1.6749	1.6921	1.7705	-1.7772	-2.1137	1.3724	-0.8367	-1.7843	-1.6192	19.1234	1.5079	14.3261	-2.2444	0.5631	1.6360
9.8870	0.6811	-0.7114	1.4522	-0.6501	0.7491	25.8934	1.4227	-3.1357	0.7427	0.7734	-0.6975	9.5675	0.7313	29.6001	-0.7555	-0.7801	-0.6823	0.6894	0.7213	-0.7240	-0.8612	0.5591	-0.3409	-0.7270	-0.6597	10.9734	0.6143	9.1859	-0.9144	0.2294	0.6665
24.4342	1.2383	-1.2934	2.6404	-1.1820	1.3620	54.8044	2.5867	-1.1403	1.3504	1.4061	-1.2682	23.0619	1.3296	61.8493	-1.3736	-1.4184	-1.2406	1.2534	1.3115	-1.3164	-1.5657	1.0166	-0.6198	-1.3217	-1.1994	25.8955	1.1170	22.9557	-1.6625	0.4171	1.2118
20.5791	2.8480	-2.9749	6.0730	-2.7185	3.1325	83.5379	5.9493	-27.6960	3.1058	3.2340	-2.9169	21.6284	3.0582	97.7379	-3.1593	-3.2623	-2.8534	2.8828	3.0164	-3.0278	-3.6012	2.3382	-1.4255	-3.0400	-2.7586	26.7386	2.5691	18.2619	-3.8238	0.9593	2.7872
30.6227	1.3002	-1.3581	2.7725	-1.2411	1.4301	63.4774	2.7160	2.3121	1.4179	1.4764	-1.3316	28.6220	1.3961	71.1801	-1.4423	-1.4893	-1.3027	1.3160	1.3770	-1.3822	-1.6440	1.0674	-0.6508	-1.3878	-1.2594	31.7759	1.1728	28.9305	-1.7456	0.4380	1.2724
9.9734	1.3621	-1.4228	2.9045	-1.3002	1.4981	40.0853	2.8453	-13.1519	1.4854	1.5467	-1.3950	10.3906	1.4626	46.8274	-1.5110	-1.5603	-1.3647	1.3787	1.4426	-1.4481	-1.7223	1.1183	-0.6818	-1.4539	-1.3193	12.8720	1.2287	8.8273	-1.8288	0.4588	1.3330
50.5080	2.5385	-2.6515	5.4129	-2.4230	2.7920	112.8558	5.3027	-2.0304	2.7682	2.8825	-2.5998	47.7622	2.7258	127.4533	-2.8159	-2.9077	-2.5433	2.5694	2.6885	-2.6987	-3.2098	2.0841	-1.2706	-2.7096	-2.4588	53.5165	2.2898	47.5159	-3.4082	0.8551	2.4842
8.0973	0.6811	-0.7114	1.4522	-0.6501	0.7491	23.7688	1.4227	-4.3820	0.7427	0.7734	-0.6975	7.9780	0.7313	27.3466	-0.7555	-0.7801	-0.6823	0.6894	0.7213	-0.7240	-0.8612	0.5591	-0.3409	-0.7270	-0.6597	9.3222	0.6143	7.4494	-0.9144	0.2294	0.6665
32.3932	1.9812	-2.0695	4.2247	-1.8911	2.1791	79.7119	4.1387	-6.5318	2.1606	2.2498	-2.0291	31.0738	2.1274	90.6827	-2.1977	-2.2695	-1.9850	2.0054	2.0984	-2.1063	-2.5052	1.6266	-0.9917	-2.1148	-1.9190	35.2982	1.7872	30.2729	-2.6600	0.6674	1.9389
15.1665	1.4859	-1.5521	3.1685	-1.4184	1.6343	48.8785	3.1040	-11.3210	1.6204	1.6873	-1.5219	15.1575	1.5956	56.4866	-1.6483	-1.7021	-1.4888	1.5041	1.5738	-1.5797	-1.8789	1.2199	-0.7437	-1.5861	-1.4393	18.0198	1.3404	13.8105	-1.9950	0.5005	1.4542
57.0768	2.3527	-2.4575	5.0168	-2.2457	2.5877	116.8483	4.9147	5.3429	2.5657	2.6716	-2.4096	53.2571	2.5263	130.8795	-2.6098	-2.6950	-2.3572	2.3814	2.4918	-2.5012	-2.9749	1.9316	-1.1776	-2.5113	-2.2788	59.0337	2.1223	53.9628	-3.1588	0.7925	2.3024
31.5647	2.6004	-2.7162	5.5449	-2.4821	2.8601	91.5671	5.4320	-16.2674	2.8358	2.9528	-2.6633	31.1432	2.7922	105.3514	-2.8845	-2.9787	-2.6053	2.6321	2.7541	-2.7645	-3.2880	2.1349	-1.3016	-2.7756	-2.5187	36.2487	2.3457	29.1272	-3.4913	0.8759	2.5448
17.0952	2.0431	-2.1342	4.3567	-1.9502	2.2472	62.7245	4.2680	-18.2265	2.2281	2.3201	-2.0926	17.6103	2.1939	73.0748	-2.2664	-2.3404	-2.0470	2.0681	2.1639	-2.1721	-2.5835	1.6774	-1.0227	-2.1809	-1.9790	21.3500	1.8430	15.3802	-2.7432	0.6882	1.9995
36.3482	3.0957	-3.2336	6.6011	-2.9549	3.4049	107.5294	6.4667	-20.2437	3.3759	3.5152	-3.1705	35.9193	3.3241	123.7983	-3.4340	-3.5460	-3.1016	3.1335	3.2787	-3.2910	-3.9143	2.5415	-1.5495	-3.3043	-2.9985	41.9898	2.7925	33.4482	-4.1563	1.0427	3.0295
20.0426	1.8574	-1.9401	3.9607	-1.7729	2.0429	62.3880	3.8800	-13.3923	2.0255	2.1091	-1.9023	19.9604	1.9945	72.0343	-2.0604	-2.1276	-1.8609	1.8801	1.9672	-1.9746	-2.3486	1.5249	-0.9297	-1.9826	-1.7991	23.5452	1.6755	18.3380	-2.4938	0.6256	1.8177
