13.6755	1.7050	-1.6481	3.9894	-1.5351	1.7802	16.7271	2.8788	10.2517	1.7028	1.4030	8.8028	10.8810	1.4374	15.4275	-1.6985	-2.2499	-1.6479	1.5824	1.7379	-1.7751	-1.8330	12.9176	-0.4920	-0.6556	-1.5189	-1.2294	11.5711	22.1365	-2.1146	14.0161	1.5693	-16.7012	11.6013	8.8403	-12.2806	8.8302	11.9655	11.6895	9.6878	13.8115	1.4129	-1.2783	-0.8482	11.2508	0.2193	4.1945	14.4031	22.7536	-17.1310	9.7621	13.0808	-12.7588	19.5173	-21.8763	1.4789	5.8882	-12.1360	-3.0528	-0.4385	-17.2879	-15.3169	-2.4388	-4.7091	-4.2097	8.2338	4.9643	22.7086	4.8230	7.6532	-14.9296	-7.5547	15.5404	5.7630	0.1891	-16.1175	17.0670	10.0367	5.3538	31.1343	10.6806	1.3100	-7.1543	1.6572	-6.9075	17.2259	5.0775	2.8224	3.8081	-3.2345	-23.6141	3.7532	-16.5539	-15.6082	22.3241	-5.9054
21.1405	3.4099	-3.2961	7.9788	-3.0701	3.5603	27.1362	5.7577	14.9214	3.4057	2.8060	12.1078	16.1658	2.8748	24.5597	-3.3971	-4.4998	-3.2957	3.1648	3.4759	-3.5502	-3.6661	19.6661	-0.9840	-1.3113	-3.0378	-2.4587	17.4330	37.6604	-4.2291	21.8325	3.1387	-32.0300	26.3595	20.5229	-24.5613	22.4275	27.3524	26.1928	22.3610	30.2278	7.4105	0.7051	-1.6964	26.9962	0.4387	12.6154	34.3570	48.0788	-32.0127	22.7621	29.2679	-25.5176	41.0633	-41.5844	2.9579	15.2788	-23.7986	-6.1055	-0.8771	-32.3924	-30.2587	-4.8775	-9.4183	-8.4195	25.0640	20.1474	44.0986	22.7494	22.6759	-33.1912	-21.9749	27.7835	26.7835	-4.2751	-41.2061	34.1791	28.8964	-0.9227	54.1090	31.3198	20.7890	-22.6843	24.8834	-13.8151	45.4958	1.8341	5.6448	18.8108	25.4439	-46.7417	26.7701	-33.1077	-35.4430	33.2370	-16.7302
11.2631	2.0459	-1.9777	4.7873	-1.8421	2.1362	14.8334	3.4546	7.6781	2.0434	1.6836	6.0031	8.4128	1.7249	13.2939	-2.0382	-2.6999	-1.9774	1.8989	2.0855	-2.1301	-2.1997	10.3843	-0.5904	-0.7868	-1.8227	-1.4752	9.1570	21.0673	-2.5375	11.6852	1.8832	-14.2013	5.6994	4.9243	-14.2863	3.2369	6.9424	5.4614	4.1818	8.7374	-4.3810	-3.0493	-1.0178	7.0769	0.2632	-0.5804	10.1663	18.2686	-19.1379	3.9770	7.0683	-14.7628	16.1110	-17.6336	1.7747	-0.0460	-11.3053	-3.6633	-0.5263	-17.5504	-16.6678	-2.9265	-5.6510	-5.0517	2.1427	-2.6181	14.9029	-0.2802	0.8986	-15.4341	0.1399	17.6880	0.4660	5.2408	-17.0153	11.1801	4.1154	11.5753	18.3504	3.5331	-1.9139	3.7798	-1.1640	-8.2890	10.1528	27.3429	3.3869	-0.4639	-3.6724	-26.3423	-1.3081	-19.5847	-18.0106	15.7372	2.4526
7.0130	1.0912	-1.0548	2.5532	-0.9824	1.1393	8.9336	1.8425	4.9984	1.0898	0.8979	4.0923	5.3932	0.9199	8.1093	-1.0871	-1.4399	-1.0546	1.0127	1.1123	-1.1361	-1.1731	6.5350	-0.3149	-0.4196	-0.9721	-0.7868	5.8074	12.3076	-1.3533	7.2350	1.0044	-11.3063	3.9848	1.7139	-7.8596	0.2053	3.7792	3.4616	2.4482	4.7788	-4.5453	-4.0189	-0.5428	3.1695	0.1404	-2.1559	4.3044	10.7095	-12.8499	2.5251	4.3070	-8.1656	9.2314	-15.3222	0.9465	0.2093	-8.4406	-1.9538	-0.2807	-13.5512	-10.0617	-1.5608	-3.0138	-2.6942	-5.7788	-4.3083	4.3337	30.2420	-0.7134	-14.8301	-9.1959	20.6346	-8.2677	5.4876	-7.9489	8.4496	-1.4097	-1.9341	17.6642	1.0488	-5.9345	-9.9617	-5.4844	-4.4208	9.9799	-5.3017	1.8063	-9.1710	-2.2395	-15.1164	-8.1799	-10.5945	-3.3277	18.4366	-6.6951
23.7886	2.1823	-2.1095	5.1064	-1.9649	2.2786	27.8244	3.6849	18.7739	2.1796	1.7959	16.8406	19.6111	1.8399	26.1292	-2.1741	-2.8799	-2.1092	2.0255	2.2245	-2.2721	-2.3463	22.8235	-0.6298	-0.8392	-1.9442	-1.5736	20.5917	35.0699	-2.7066	24.2126	2.0087	-22.6125	27.8105	20.8881	-15.7192	24.3000	26.7935	27.2088	24.3788	28.8637	12.7542	3.4183	-1.0857	26.8009	0.2807	17.3635	33.3684	41.4735	-18.8272	24.3081	30.0327	-16.3312	35.5111	-30.6444	1.8930	19.3665	-17.2634	-3.9075	-0.5613	-22.0855	-20.1234	-3.1216	-6.0277	-5.3885	27.1923	18.5802	24.0267	5.8511	23.8597	-21.5424	-23.2765	-10.4118	13.8893	-17.4259	-31.1554	30.6956	21.8905	-27.0711	52.7498	25.1515	2.2886	-23.8211	1.9692	-8.8416	45.1133	-11.9266	3.6127	10.6697	-4.4790	-30.2327	8.3217	-21.1889	-27.6081	33.4645	-24.8808
15.6520	1.9777	-1.9117	4.6277	-1.7807	2.0650	19.1980	3.3394	11.7054	1.9753	1.6275	10.0272	12.4393	1.6674	17.6875	-1.9703	-2.6099	-1.9115	1.8356	2.0160	-2.0591	-2.1263	14.7978	-0.5707	-0.7605	-1.7619	-1.4261	13.2329	25.4676	-2.4529	16.0486	1.8204	-19.3053	12.8963	9.3099	-14.2456	9.0434	13.0317	12.7638	10.6936	15.4592	0.1200	-2.7168	-0.9839	12.5065	0.2544	3.7810	16.5108	25.8064	-20.1169	10.7222	14.5103	-14.8002	22.0477	-25.2263	1.7156	6.3315	-14.4029	-3.5412	-0.5087	-21.1089	-17.7564	-2.8290	-5.4626	-4.8833	5.8237	1.6862	13.3482	18.7998	7.1297	-22.9276	-15.3774	10.4385	-2.7077	-1.7298	-22.1572	19.1438	6.3487	-7.7735	34.8659	8.6734	-7.5777	-15.2884	-7.9627	-8.0127	23.3015	-2.2042	3.2740	-4.8842	-4.0591	-27.3984	-6.6816	-19.2025	-15.5586	29.3275	-14.5702
12.4388	1.2276	-1.1866	2.8724	-1.1052	1.2817	14.6896	2.0728	9.7114	1.2260	1.0102	8.6379	10.1806	1.0349	13.7406	-1.2229	-1.6199	-1.1865	1.1393	1.2513	-1.2781	-1.3198	11.8952	-0.3543	-0.4721	-1.0936	-0.8851	10.7150	18.7205	-1.5225	12.6776	1.1299	-12.7196	15.2578	11.5469	-8.8421	13.4464	14.8518	14.9570	13.3246	15.9096	7.1219	2.0865	-0.6107	14.7898	0.1579	9.5282	18.2941	22.9169	-10.6408	13.3594	16.4594	-9.1863	19.6569	-17.2375	1.0648	10.5771	-9.5291	-2.1980	-0.3158	-12.1805	-11.3194	-1.7559	-3.3906	-3.0310	16.0659	11.4360	15.4745	0.7874	13.7177	-11.6135	-12.3423	-4.2903	9.9287	-9.7918	-17.6301	17.2351	13.3790	-12.8045	28.9538	14.8672	3.5153	-13.1212	3.2162	-4.9734	24.4094	-6.7087	2.0321	7.8841	-2.5194	-17.0059	7.2410	-11.9188	-16.8084	17.5976	-13.1316
19.6990	2.6597	-2.5710	6.2234	-2.3947	2.7770	24.4322	4.4910	14.5271	2.6564	2.1887	12.2837	15.4983	2.2424	22.4106	-2.6497	-3.5098	-2.5706	2.4685	2.7112	-2.7691	-2.8595	18.5312	-0.7676	-1.0228	-2.3695	-1.9178	16.5514	32.7846	-3.2987	20.2380	2.4482	-26.5942	15.4781	10.5959	-19.1578	9.4141	15.6327	15.0707	12.2103	18.4372	-2.2619	-4.6940	-1.3232	14.5006	0.3422	2.6664	18.8309	32.5060	-28.2080	12.3704	17.2322	-19.9037	27.9253	-35.2833	2.3072	6.4961	-19.4977	-4.7623	-0.6841	-29.2008	-24.1209	-3.8045	-7.3463	-6.5672	4.7387	1.2426	24.1607	27.0486	7.5458	-29.1513	-17.1206	25.3906	-1.9355	1.6982	-25.4368	24.9252	8.5676	0.7564	47.0561	11.3409	-7.0030	-17.5784	-6.7662	-10.7757	26.5020	-2.5518	4.4030	-5.1093	-5.4588	-36.8461	-6.1153	-25.8240	-19.4132	38.5886	-13.9818
41.7309	2.4551	-2.3732	5.7447	-2.2105	2.5634	46.5443	4.1455	34.5724	2.4521	2.0203	32.2075	35.5691	2.0699	44.5747	-2.4459	-3.2398	-2.3729	2.2787	2.5026	-2.5561	-2.6396	40.5713	-0.7085	-0.9441	-2.1872	-1.7703	36.9166	55.4397	-3.0450	42.1800	2.2598	-25.4391	69.2017	58.4243	-17.6841	75.1119	68.0259	69.9844	64.5068	68.9020	59.6385	29.4278	-1.2214	69.3915	0.3158	62.7684	83.3854	84.8056	-7.7590	64.3316	74.8133	-18.3726	72.5039	-34.4750	2.1297	57.9435	-19.2302	-4.3960	-0.6315	-11.6360	-22.6388	-3.5118	-6.7812	-6.0620	103.2332	91.4642	109.2414	-9.0843	77.0097	0.3784	-24.1899	-9.5923	116.9630	-25.0009	-48.2410	60.0381	94.1414	-22.4299	85.7065	93.5023	100.9542	-25.3355	113.4729	-9.9468	96.0019	-13.4174	4.0643	104.2887	130.6200	-33.6047	124.4301	-23.8375	-44.5422	10.9621	-25.0725
10.5269	2.2505	-2.1754	5.2660	-2.0263	2.3498	14.4141	3.8001	6.7702	2.2477	1.8520	4.9510	7.5687	1.8974	12.7311	-2.2421	-2.9698	-2.1752	2.0888	2.2941	-2.3431	-2.4196	9.5552	-0.6495	-0.8654	-2.0049	-1.6228	8.3592	21.1760	-2.7912	10.9929	2.0715	-22.4049	-0.0244	-2.0935	-16.2105	-7.2690	0.7821	-0.4156	-2.4796	2.9486	-15.4714	-10.7445	-1.1196	-1.2489	0.2895	-11.5637	-0.7069	14.3406	-28.2736	-2.1798	0.5450	-16.8416	12.4921	-29.6436	1.9522	-7.0416	-15.9359	-4.0297	-0.5789	-27.0977	-20.3774	-3.2192	-6.2161	-5.5569	-20.0930	-15.4327	18.2810	45.3941	-10.1033	-26.9433	-7.0041	57.5418	-16.5686	20.4065	-9.3231	12.0497	-6.6295	26.9479	29.3575	-4.1158	-12.2400	-7.5124	-11.3116	-9.1179	1.5756	4.5252	3.7256	-18.6713	-4.6190	-31.1775	-16.7467	-21.8511	-3.7254	33.0178	1.1274
