17.0704	17.0790	17.0599	17.0745	17.0009	17.0263
31.5275	31.2421	31.2989	31.5779	31.3853	31.2078
18.3107	18.2646	18.2537	18.2822	18.2136	18.2077
10.1789	10.2851	10.2343	10.1338	10.1242	10.2233
24.5054	24.4470	24.4528	24.6082	24.4356	24.3916
19.7095	19.6843	19.6727	19.7230	19.6217	19.6261
13.3711	13.4537	13.4127	13.3840	13.3239	13.4018
25.9550	25.8110	25.8324	25.9832	25.8433	25.7670
33.8973	33.7436	33.7810	34.1802	33.8720	33.7733
19.3616	19.2937	19.2879	19.2966	19.2428	19.2325
12.3205	12.4212	12.3777	12.3665	12.2952	12.3769
3.0862	3.3121	3.2287	3.0273	3.0651	3.2418
25.0590	25.0145	25.0253	25.1931	25.0114	24.9812
23.6151	23.6007	23.6045	23.8246	23.6179	23.6128
38.2192	37.8731	37.9578	38.2978	38.0449	37.8445
51.5686	51.2429	51.3490	52.1691	51.5959	51.3372
29.1072	29.0121	29.0436	29.2968	29.0643	29.0048
19.0592	19.0156	19.0077	19.0471	18.9656	18.9592
24.3584	24.2364	24.2539	24.3524	24.2400	24.1788
37.7246	37.4264	37.4982	37.9001	37.6139	37.4048
9.9751	10.0997	10.0491	9.9658	9.9375	10.0397
13.1719	13.2590	13.2195	13.2198	13.1469	13.2183
40.7564	40.3255	40.4214	40.9053	40.5939	40.3357
46.3212	45.9997	46.0896	46.7862	46.3029	46.0765
33.7863	33.5527	33.6056	33.8484	33.6401	33.4897
42.5598	42.2151	42.3104	42.9593	42.5264	42.2779
27.7498	27.6855	27.6991	28.0340	27.7534	27.7056
22.2052	22.1845	22.1745	22.3916	22.1906	22.1783
40.3380	40.0688	40.1429	40.6098	40.2592	40.0771
20.2676	20.2458	20.2374	20.3170	20.2026	20.2125
9.6842	9.8325	9.7768	9.6941	9.6631	9.7916
20.3137	20.3249	20.3167	20.5021	20.3189	20.3301
31.8966	31.6731	31.7183	31.9793	31.7768	31.6374
23.4134	23.4159	23.4151	23.6639	23.4315	23.4273
15.2638	15.2803	15.2557	15.2948	15.2125	15.2409
41.8913	41.6655	41.7300	42.3157	41.8891	41.7155
8.9279	9.0801	9.0210	8.9357	8.9057	9.0257
29.7587	29.6660	29.6890	29.9787	29.7280	29.6741
18.4589	18.4582	18.4450	18.5452	18.4188	18.4180
43.0819	42.8432	42.9226	43.6335	43.1352	42.9283
34.4933	34.3281	34.3712	34.6924	34.4143	34.2989
23.8551	23.7808	23.7854	23.9097	23.7653	23.7374
40.5327	40.2591	40.3294	40.7825	40.4521	40.2521
23.5582	23.5064	23.5142	23.6613	23.5022	23.4679
40.3939	40.1783	40.2445	40.7584	40.3707	40.2323
30.0377	29.7843	29.8366	30.0185	29.8712	29.7222
22.2115	22.2148	22.2128	22.3802	22.1932	22.1912
9.9747	10.0822	10.0327	9.9793	9.9468	10.0343
7.7289	7.8581	7.8006	7.6591	7.6759	7.7879
21.8653	21.8380	21.8339	21.9408	21.8074	21.8039
46.6140	46.1373	46.2588	46.8275	46.4688	46.1405
38.4435	38.2009	38.2710	38.7295	38.3880	38.2293
36.9975	36.8368	36.8909	37.3579	36.9933	36.8655
37.4285	37.1508	37.2113	37.6306	37.3312	37.1487
17.0663	17.0880	17.0641	17.0640	16.9907	17.0218
8.5765	8.6945	8.6392	8.5107	8.5191	8.6279
19.4154	19.4138	19.3977	19.4541	19.3487	19.3724
11.9770	12.0498	12.0121	11.9352	11.9170	11.9913
38.8355	38.5759	38.6448	39.0687	38.7547	38.5797
41.4281	41.1764	41.2434	41.8262	41.3972	41.2139
27.5533	27.3964	27.4204	27.5992	27.4393	27.3662
27.8585	27.7860	27.8036	28.1221	27.8593	27.8050
9.0288	9.1775	9.1172	9.0160	8.9953	9.1190
20.9130	20.8936	20.8875	21.0104	20.8702	20.8620
26.7374	26.2362	26.3013	26.7039	26.4666	26.3736
10.9261	11.0373	10.9873	10.9030	10.8775	10.9726
33.7468	33.5707	33.6185	33.9161	33.6577	33.5494
17.1673	17.1667	17.1492	17.1635	17.0934	17.1103
11.0272	11.1269	11.0784	10.9892	10.9725	11.0635
22.1102	22.1004	22.0958	22.3034	22.1063	22.0960
16.6680	16.7208	16.6932	16.7232	16.6240	16.6703
35.6933	35.5029	35.5545	36.0046	35.6728	35.5157
21.0109	20.9886	20.9771	21.0814	20.9462	20.9570
36.6974	36.5495	36.5988	37.0807	36.7075	36.5996
34.1022	33.9478	33.9932	34.3594	34.0639	33.9519
37.5799	37.3507	37.4031	37.8920	37.5359	37.3650
21.8653	21.8303	21.8282	21.9508	21.8085	21.7974
10.0752	10.1911	10.1402	10.0555	10.0319	10.1285
28.3003	28.1467	28.1701	28.3624	28.1896	28.1097
42.1802	41.9400	42.0174	42.6031	42.1736	41.9630
28.4984	28.3312	28.3558	28.5461	28.3752	28.2887
25.7521	25.6346	25.6509	25.8105	25.6528	25.5867
13.1745	13.2611	13.2215	13.2171	13.1466	13.2239
41.8385	41.5650	41.6472	42.1408	41.7761	41.5860
15.2211	15.3176	15.2838	15.3643	15.2344	15.2917
26.3065	26.2023	26.2221	26.3936	26.2262	26.1756
41.6322	41.3477	41.4223	41.9907	41.5917	41.3954
24.0113	23.9658	23.9707	24.1832	23.9879	23.9590
30.2470	30.1025	30.1302	30.4209	30.1834	30.0969
38.8299	38.5237	38.6063	39.0724	38.7434	38.5632
27.3524	27.2097	27.2364	27.4170	27.2493	27.1867
42.1821	41.9397	42.0174	42.6006	42.1750	41.9660
42.5857	42.3079	42.3953	42.9055	42.5322	42.3309
19.4619	19.3830	19.3794	19.3851	19.3355	19.3216
23.7626	23.6971	23.7054	23.8228	23.6846	23.6562
18.5693	18.5714	18.5536	18.5992	18.5045	18.5353
