14.2375	1.5329	-1.5684	2.7541	-1.5436	1.6382	13.5536	4.9406	8.6530	1.7019	1.7772	13.6555	9.2653	1.6850	14.8486	-1.7247	-1.4610	-1.5650	1.7179	1.5849	-1.5668	-1.8025	16.7992	-0.9910	-1.5833	-1.6161	-1.4298	14.5137	13.6730	-2.1878	11.9823	1.4447	-7.5445	9.9098	7.9788	-14.2764	-0.7267	11.6399	5.5427	8.7177	-15.1274	-16.6450	9.5161	-16.3661	12.3467	-0.2719	-14.8130	15.3686	15.0995	-13.9122	9.4081	13.3811	-11.6627	14.6252	-7.4458	-6.7953	13.5336	-11.1643	-4.8389	-1.8733	-8.1245	8.9367	-1.1918	-4.0783
22.2118	3.0658	-3.1369	5.5083	-3.0871	3.2764	20.9123	9.8811	11.8350	3.4039	3.5545	21.5658	13.0285	3.3700	23.4127	-3.4494	-2.9219	-3.1300	3.4358	3.1698	-3.1336	-3.6049	27.2167	-1.9819	-3.1665	-3.2322	-2.8596	22.7242	21.1479	-4.3756	17.8828	2.8895	-12.5810	24.0480	19.3794	-27.6210	4.1010	27.9272	13.5854	21.1581	-29.6700	-31.6651	24.8496	-31.5752	29.3066	-0.5438	-28.3168	34.5860	30.9995	-26.9923	22.2898	30.2528	-22.2234	32.4960	-14.8915	-12.8244	29.5020	-21.6005	-9.6777	-3.7465	-12.2734	21.2083	-2.3836	-8.1565
11.8841	1.8395	-1.8821	3.3050	-1.8523	1.9658	11.1350	5.9287	5.8401	2.0423	2.1327	11.6381	6.5583	2.0220	12.6068	-2.0696	-1.7532	-1.8780	2.0615	1.9019	-1.8801	-2.1630	14.8680	-1.1892	-1.8999	-1.9393	-1.7158	12.1832	11.2668	-2.6254	9.3381	1.7337	-7.7172	3.3381	2.3960	-12.4554	-4.3206	5.5613	-1.5583	3.1491	-15.0887	-16.1371	3.6744	-14.9784	7.0692	-0.3263	-11.8581	10.5941	9.8501	-11.8766	2.6617	7.6639	-9.3386	9.6914	-8.9349	-4.4188	7.1338	-9.2174	-5.8066	-2.2479	-10.2579	3.2341	-1.4302	-4.8939
7.3534	0.9811	-1.0038	1.7626	-0.9879	1.0484	6.9415	3.1620	4.0012	1.0892	1.1374	7.1358	4.3893	1.0784	7.7420	-1.1038	-0.9350	-1.0016	1.0995	1.0143	-1.0027	-1.1536	8.9638	-0.6342	-1.0133	-1.0343	-0.9151	7.5196	7.0134	-1.4002	5.9652	0.9246	-7.2045	2.2668	1.6595	-9.1369	-6.7384	3.8423	0.7357	1.5222	-9.6815	-13.0819	-0.0425	-11.2224	3.5463	-0.1740	-10.9235	5.6192	8.4001	-9.9422	2.4175	4.6619	-7.9478	6.2912	-4.7653	-4.3490	5.3162	-7.9906	-3.0969	-1.1989	-8.8983	1.8222	-0.7628	-2.6101
24.5644	1.9621	-2.0076	3.5253	-1.9757	2.0969	23.6139	6.3239	16.6222	2.1785	2.2749	23.2833	17.4146	2.1568	25.3627	-2.2076	-1.8700	-2.0032	2.1989	2.0287	-2.0055	-2.3072	27.9560	-1.2684	-2.0266	-2.0686	-1.8302	24.9641	23.7635	-2.8004	21.4983	1.8493	-7.2367	28.3149	21.4825	-18.2738	9.8241	30.0327	17.9404	22.4548	-19.3630	-23.1427	27.8399	-22.4447	30.1653	-0.3480	-24.3416	32.2187	31.1600	-20.1262	26.5264	29.2359	-15.8956	31.1599	-9.5306	-8.6980	29.0465	-17.4619	-6.1937	-2.3978	-4.4728	23.4296	-1.5255	-5.2202
16.2927	1.7782	-1.8194	3.1948	-1.7905	1.9003	15.5140	5.7310	9.8476	1.9742	2.0616	15.6507	10.5515	1.9546	17.0055	-2.0006	-1.6947	-1.8154	1.9928	1.8385	-1.8175	-2.0909	19.2647	-1.1495	-1.8366	-1.8747	-1.6586	16.6177	15.6382	-2.5378	13.6971	1.6759	-9.5802	11.1305	8.5188	-16.5607	-2.4252	12.9928	5.6212	9.1192	-17.5478	-20.5539	9.9479	-18.9257	13.7607	-0.3154	-18.4357	17.0485	17.5115	-16.2882	10.5204	14.7257	-13.4763	16.3309	-8.6371	-7.8826	15.0412	-13.7256	-5.6131	-2.1730	-10.6326	9.7294	-1.3825	-4.7308
12.8685	1.1037	-1.1293	1.9830	-1.1114	1.1795	12.3419	3.5572	8.5200	1.2254	1.2796	12.2230	8.9622	1.2132	13.3136	-1.2418	-1.0519	-1.1268	1.2369	1.1411	-1.1281	-1.2978	14.7570	-0.7135	-1.1399	-1.1636	-1.0295	13.0861	12.4283	-1.5752	11.1688	1.0402	-3.9112	15.3945	11.8473	-10.2790	5.5660	16.3816	9.8558	12.4576	-10.8917	-12.5000	15.3962	-12.6252	16.6043	-0.1958	-13.1285	17.8594	16.9187	-11.2602	14.3947	16.1756	-8.9413	17.2048	-5.3609	-4.8926	16.0144	-9.5136	-3.4840	-1.3488	-2.3984	12.9051	-0.8581	-2.9363
20.5586	2.3913	-2.4468	4.2964	-2.4079	2.5556	19.5163	7.7073	12.0557	2.6550	2.7725	19.7988	13.0067	2.6286	21.5089	-2.6905	-2.2791	-2.4414	2.6799	2.4724	-2.4442	-2.8118	24.5275	-1.5459	-2.4699	-2.5211	-2.2305	20.9788	19.6980	-3.4130	17.0921	2.2538	-13.8254	12.4643	9.7503	-22.2712	-6.1925	15.3559	6.3573	10.3291	-23.5987	-28.1647	10.1240	-26.1857	15.9768	-0.4241	-24.6420	20.7284	22.7001	-22.5964	11.9980	17.8029	-18.6170	20.4321	-11.6154	-10.6007	18.4816	-18.3429	-7.5486	-2.9223	-15.8285	11.0033	-1.8592	-6.3621
42.7853	2.2074	-2.2586	3.9659	-2.2227	2.3590	41.4767	7.1144	31.9348	2.4508	2.5592	39.9950	32.8640	2.4264	43.6968	-2.4836	-2.1038	-2.2536	2.4738	2.2822	-2.2562	-2.5955	46.8472	-1.4270	-2.2799	-2.3272	-2.0589	43.3177	41.7047	-3.1504	38.8398	2.0804	9.0409	75.4508	60.2997	-20.5581	59.6672	77.3540	54.0816	65.0801	-21.7834	-15.1380	85.5456	-25.2503	77.6598	-0.3915	-26.6660	76.9861	60.5497	-22.5211	70.0749	72.4155	-17.8826	71.5083	-10.7219	-9.7853	68.5349	-19.2423	-6.9679	-2.6975	25.3860	63.7728	-1.7162	-5.8727
11.1874	2.0234	-2.0704	3.6354	-2.0375	2.1624	10.3928	6.5215	4.7753	2.2466	2.3459	11.0841	5.5657	2.2242	11.9817	-2.2766	-1.9285	-2.0658	2.2676	2.0921	-2.0682	-2.3793	14.4409	-1.3081	-2.0899	-2.1332	-1.8874	11.5055	10.5334	-2.8879	8.4463	1.9071	-15.9921	-5.3309	-3.6943	-18.8449	-19.8555	-2.1126	-5.4982	-3.8700	-19.9681	-24.8865	-9.5182	-22.0497	-1.7031	-0.3589	-18.0158	3.8295	9.2165	-18.6718	-4.3694	2.0062	-15.6756	4.9355	-9.8284	-8.9698	3.5353	-13.7695	-6.3873	-2.4727	-21.6939	-3.6198	-1.5732	-5.3833
